,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date
186065,I162086059,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-20 16:19:00,2016,10,Thursday,16,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2016-10-20
186070,I162086053,613,Larceny,LARCENY SHOPLIFTING,D14,798,,2016-10-20 16:24:00,2016,10,Thursday,16,Part One,COMMONWEALTH AVE,42.35216435,-71.12378708,"(42.35216435, -71.12378708)",2016-10-20
186074,I162086049,617,Larceny,LARCENY THEFT FROM BUILDING,D4,134,,2016-10-20 16:53:00,2016,10,Thursday,16,Part One,BOYLSTON ST,42.35157076,-71.07186599,"(42.35157076, -71.07186599)",2016-10-20
186077,I162086048,619,Larceny,LARCENY ALL OTHERS,A1,75,,2016-10-19 20:20:00,2016,10,Wednesday,20,Part One,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)",2016-10-19
186081,I162086043,619,Larceny,LARCENY ALL OTHERS,D4,138,,2016-10-19 21:00:00,2016,10,Wednesday,21,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",2016-10-19
186089,I162086035,617,Larceny,LARCENY THEFT FROM BUILDING,D4,134,,2016-10-20 14:49:00,2016,10,Thursday,14,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)",2016-10-20
186095,I162086028,619,Larceny,LARCENY ALL OTHERS,E5,674,,2016-10-20 15:32:00,2016,10,Thursday,15,Part One,FARQUHAR ST,42.28936677,-71.13564964,"(42.28936677, -71.13564964)",2016-10-20
186102,I162086023,613,Larceny,LARCENY SHOPLIFTING,A1,77,,2016-10-20 15:14:00,2016,10,Thursday,15,Part One,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)",2016-10-20
186109,I162086016,617,Larceny,LARCENY THEFT FROM BUILDING,D14,795,,2016-10-20 14:07:00,2016,10,Thursday,14,Part One,BRIGHTON AVE,42.35329808,-71.13504948,"(42.35329808, -71.13504948)",2016-10-20
186119,I162086003,617,Larceny,LARCENY THEFT FROM BUILDING,D4,620,,2016-10-20 13:56:00,2016,10,Thursday,13,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)",2016-10-20
186131,I162085989,613,Larceny,LARCENY SHOPLIFTING,E5,680,,2016-10-20 10:42:00,2016,10,Thursday,10,Part One,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)",2016-10-20
186132,I162085988,619,Larceny,LARCENY ALL OTHERS,D4,138,,2016-10-20 12:57:00,2016,10,Thursday,12,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",2016-10-20
186142,I162085976,619,Larceny,LARCENY ALL OTHERS,D4,131,,2016-10-19 18:47:00,2016,10,Wednesday,18,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)",2016-10-19
186167,I162085946,613,Larceny,LARCENY SHOPLIFTING,E13,635,,2016-10-20 10:30:00,2016,10,Thursday,10,Part One,CENTRE ST,42.31929343,-71.11178236,"(42.31929343, -71.11178236)",2016-10-20
186183,I162085929,619,Larceny,LARCENY ALL OTHERS,A1,79,,2016-03-16 07:00:00,2016,3,Wednesday,7,Part One,THACHER CT,42.36549814,-71.05786459,"(42.36549814, -71.05786459)",2016-03-16
186194,I162085918,619,Larceny,LARCENY ALL OTHERS,C6,186,,2016-10-20 09:17:00,2016,10,Thursday,9,Part One,W HOWELL ST,42.32552765,-71.05984052,"(42.32552765, -71.05984052)",2016-10-20
186196,I162085917,619,Larceny,LARCENY ALL OTHERS,B3, ,,2016-02-15 16:00:00,2016,2,Monday,16,Part One,BLUE HILL AVE,,,"(0.00000000, 0.00000000)",2016-02-15
186204,I162085909,617,Larceny,LARCENY THEFT FROM BUILDING,A1,64,,2016-10-20 08:34:00,2016,10,Thursday,8,Part One,CHARLES ST,42.36192792,-71.07081974,"(42.36192792, -71.07081974)",2016-10-20
186205,I162085908,617,Larceny,LARCENY THEFT FROM BUILDING,C6,936,,2016-10-18 14:30:00,2016,10,Tuesday,14,Part One,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)",2016-10-18
186219,I162085896,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-20 07:23:00,2016,10,Thursday,7,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-10-20
186265,I162085844,613,Larceny,LARCENY SHOPLIFTING,C6, ,,2016-10-19 23:30:00,2016,10,Wednesday,23,Part One,,,,"(0.00000000, 0.00000000)",2016-10-19
186307,I162085798,616,Larceny,LARCENY THEFT OF BICYCLE,D4,152,,2016-10-19 13:30:00,2016,10,Wednesday,13,Part One,WARREN AVE,42.3451635,-71.07129114,"(42.34516350, -71.07129114)",2016-10-19
186326,I162085776,617,Larceny,LARCENY THEFT FROM BUILDING,E18,519,,2016-10-19 05:15:00,2016,10,Wednesday,5,Part One,RIVER ST,42.25719149,-71.12001776,"(42.25719149, -71.12001776)",2016-10-19
186335,I162085766,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-19 18:23:00,2016,10,Wednesday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-19
186347,I162085755,619,Larceny,LARCENY ALL OTHERS,A1,105,,2016-10-19 15:50:00,2016,10,Wednesday,15,Part One,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)",2016-10-19
186351,I162085751,619,Larceny,LARCENY ALL OTHERS,D4,628,,2016-10-17 13:15:00,2016,10,Monday,13,Part One,BROOKLINE AVE,42.34698823,-71.09874531,"(42.34698823, -71.09874531)",2016-10-17
186352,I162085750,619,Larceny,LARCENY ALL OTHERS,D4,619,,2016-10-19 16:56:00,2016,10,Wednesday,16,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)",2016-10-19
186361,I162085739,616,Larceny,LARCENY THEFT OF BICYCLE,A1,106,,2016-10-19 18:02:00,2016,10,Wednesday,18,Part One,SUMMER ST,42.35332464,-71.05727637,"(42.35332464, -71.05727637)",2016-10-19
186367,I162085733,619,Larceny,LARCENY ALL OTHERS,C6,914,,2016-10-19 17:47:00,2016,10,Wednesday,17,Part One,MONSIGNOR DENNIS F O'CALL,42.32653608,-71.05535956,"(42.32653608, -71.05535956)",2016-10-19
186369,I162085731,619,Larceny,LARCENY ALL OTHERS,C11,361,,2016-10-19 17:46:00,2016,10,Wednesday,17,Part One,MATHER ST,42.29398503,-71.06597383,"(42.29398503, -71.06597383)",2016-10-19
186408,I162085689,619,Larceny,LARCENY ALL OTHERS,D4,153,,2016-10-19 15:34:00,2016,10,Wednesday,15,Part One,MONTGOMERY ST,42.34338684,-71.07474635,"(42.34338684, -71.07474635)",2016-10-19
186410,I162085687,619,Larceny,LARCENY ALL OTHERS,A1,67,,2016-10-18 12:30:00,2016,10,Tuesday,12,Part One,MYRTLE ST,42.35930095,-71.06726982,"(42.35930095, -71.06726982)",2016-10-18
186415,I162085682,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2016-10-19 14:00:00,2016,10,Wednesday,14,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)",2016-10-19
186416,I162085681,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-19 15:00:00,2016,10,Wednesday,15,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2016-10-19
186433,I162085663,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-19 13:49:00,2016,10,Wednesday,13,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-10-19
186469,I162085622,616,Larceny,LARCENY THEFT OF BICYCLE,D14,806,,2016-10-18 14:00:00,2016,10,Tuesday,14,Part One,WESTERN AVE,42.36181486,-71.1440032,"(42.36181486, -71.14400320)",2016-10-18
186488,I162085605,619,Larceny,LARCENY ALL OTHERS,D4,167,,2016-10-18 16:00:00,2016,10,Tuesday,16,Part One,WAREHAM ST,42.33931449,-71.06748926,"(42.33931449, -71.06748926)",2016-10-18
186497,I162085589,617,Larceny,LARCENY THEFT FROM BUILDING,A7,12,,2016-10-19 08:00:00,2016,10,Wednesday,8,Part One,SARATOGA ST,42.3850465,-71.01374142,"(42.38504650, -71.01374142)",2016-10-19
186501,I162085586,619,Larceny,LARCENY ALL OTHERS,A1,67,,2016-10-19 03:00:00,2016,10,Wednesday,3,Part One,S RUSSELL ST,42.36022674,-71.0659773,"(42.36022674, -71.06597730)",2016-10-19
186503,I162085584,619,Larceny,LARCENY ALL OTHERS,D4,151,,2016-10-17 10:23:00,2016,10,Monday,10,Part One,CHANDLER ST,42.34649159,-71.07276406,"(42.34649159, -71.07276406)",2016-10-17
186514,I162085574,617,Larceny,LARCENY THEFT FROM BUILDING,D4, ,,2016-10-19 08:20:00,2016,10,Wednesday,8,Part One,,,,"(0.00000000, 0.00000000)",2016-10-19
186519,I162085569,617,Larceny,LARCENY THEFT FROM BUILDING,D4,154,,2016-10-19 09:24:00,2016,10,Wednesday,9,Part One,TREMONT ST,42.3411289,-71.07692951,"(42.34112890, -71.07692951)",2016-10-19
186569,I162085515,619,Larceny,LARCENY ALL OTHERS,C6,236,,2016-10-18 17:46:00,2016,10,Tuesday,17,Part One,COLUMBIA RD,42.32008271,-71.06039439,"(42.32008271, -71.06039439)",2016-10-18
186588,I162085498,613,Larceny,LARCENY SHOPLIFTING,D4,161,,2016-10-18 20:57:00,2016,10,Tuesday,20,Part One,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)",2016-10-18
186590,I162085497,617,Larceny,LARCENY THEFT FROM BUILDING,C11,254,,2016-10-18 19:20:00,2016,10,Tuesday,19,Part One,SAVIN HILL AVE,42.3117771,-71.0540209,"(42.31177710, -71.05402090)",2016-10-18
186594,I162085492,619,Larceny,LARCENY ALL OTHERS,B2,289,,2016-10-18 20:51:00,2016,10,Tuesday,20,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)",2016-10-18
186597,I162085489,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-10-18 19:20:00,2016,10,Tuesday,19,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)",2016-10-18
186604,I162085482,619,Larceny,LARCENY ALL OTHERS,C11,374,,2016-09-26 20:08:00,2016,9,Monday,20,Part One,WILLIAM T MORRISSEY BLVD,42.29095286,-71.04673586,"(42.29095286, -71.04673586)",2016-09-26
186615,I162085470,619,Larceny,LARCENY ALL OTHERS,C6,234,,2016-10-18 19:20:00,2016,10,Tuesday,19,Part One,MARINE RD,42.33063138,-71.03663725,"(42.33063138, -71.03663725)",2016-10-18
186628,I162085456,619,Larceny,LARCENY ALL OTHERS,C11,436,,2016-10-16 22:30:00,2016,10,Sunday,22,Part One,WASHINGTON ST,42.28782963,-71.07119282,"(42.28782963, -71.07119282)",2016-10-16
186656,I162085425,619,Larceny,LARCENY ALL OTHERS,, ,,2016-10-17 20:15:00,2016,10,Monday,20,Part One,,42.35935102,-71.06503233,"(42.35935102, -71.06503233)",2016-10-17
186681,I162085401,617,Larceny,LARCENY THEFT FROM BUILDING,A1,98,,2016-10-18 16:24:00,2016,10,Tuesday,16,Part One,WASHINGTON ST,42.35759727,-71.05816861,"(42.35759727, -71.05816861)",2016-10-18
186682,I162085400,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2016-10-10 10:00:00,2016,10,Monday,10,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)",2016-10-10
186684,I162085396,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,105,,2016-10-18 15:50:00,2016,10,Tuesday,15,Part One,HAWLEY ST,42.35540957,-71.05924267,"(42.35540957, -71.05924267)",2016-10-18
186696,I162085382,619,Larceny,LARCENY ALL OTHERS,D14,774,,2016-08-09 00:00:00,2016,8,Tuesday,0,Part One,COMMONWEALTH AVE,42.33836272,-71.15441001,"(42.33836272, -71.15441001)",2016-08-09
186707,I162085366,613,Larceny,LARCENY SHOPLIFTING,A15,105,,2016-10-18 14:04:00,2016,10,Tuesday,14,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",2016-10-18
186710,I162085364,613,Larceny,LARCENY SHOPLIFTING,B2,239,,2016-10-18 14:09:00,2016,10,Tuesday,14,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)",2016-10-18
186717,I162085356,617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,2016-10-16 01:00:00,2016,10,Sunday,1,Part One,LINDEN ST,42.35540113,-71.13090649,"(42.35540113, -71.13090649)",2016-10-16
186720,I162085349,619,Larceny,LARCENY ALL OTHERS,E13,651,,2016-10-17 15:00:00,2016,10,Monday,15,Part One,SOUTH ST,42.30270805,-71.11449114,"(42.30270805, -71.11449114)",2016-10-17
186722,I162085346,619,Larceny,LARCENY ALL OTHERS,B3,466,,2016-10-16 13:00:00,2016,10,Sunday,13,Part One,DEERING RD,42.28501781,-71.09478602,"(42.28501781, -71.09478602)",2016-10-16
186725,I162085342,617,Larceny,LARCENY THEFT FROM BUILDING,C11,396,,2016-10-17 17:00:00,2016,10,Monday,17,Part One,CENTRE ST,42.29196624,-71.06580411,"(42.29196624, -71.06580411)",2016-10-17
186730,I162085337,616,Larceny,LARCENY THEFT OF BICYCLE,, ,,2016-10-06 08:30:00,2016,10,Thursday,8,Part One,,42.31703539,-71.10489438,"(42.31703539, -71.10489438)",2016-10-06
186738,I162085331,613,Larceny,LARCENY SHOPLIFTING,D14,802,,2016-10-18 12:56:00,2016,10,Tuesday,12,Part One,BRIGHTON AVE,42.35329785,-71.13405028,"(42.35329785, -71.13405028)",2016-10-18
186745,I162085323,617,Larceny,LARCENY THEFT FROM BUILDING,C6,214,,2016-10-14 20:00:00,2016,10,Friday,20,Part One,DORCHESTER ST,42.33482917,-71.04705015,"(42.33482917, -71.04705015)",2016-10-14
186753,I162085315,613,Larceny,LARCENY SHOPLIFTING,B2,276,,2016-10-18 12:35:00,2016,10,Tuesday,12,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",2016-10-18
186754,I162085314,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-18 11:50:00,2016,10,Tuesday,11,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)",2016-10-18
186786,I162085285,617,Larceny,LARCENY THEFT FROM BUILDING,D4,630,,2016-10-18 09:57:00,2016,10,Tuesday,9,Part One,PARK DR,42.34797228,-71.10576965,"(42.34797228, -71.10576965)",2016-10-18
186791,I162085280,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-18 10:25:00,2016,10,Tuesday,10,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-18
186800,I162085272,616,Larceny,LARCENY THEFT OF BICYCLE,A15,38,,2016-10-18 09:41:00,2016,10,Tuesday,9,Part One,CONSTITUTION RD,42.37310288,-71.057841,"(42.37310288, -71.05784100)",2016-10-18
186819,I162085252,617,Larceny,LARCENY THEFT FROM BUILDING,D4,165,,2016-10-12 18:00:00,2016,10,Wednesday,18,Part One,HARRISON AVE,42.34302527,-71.06493967,"(42.34302527, -71.06493967)",2016-10-12
186885,I162085173,617,Larceny,LARCENY THEFT FROM BUILDING,C6,220,,2016-10-17 21:12:00,2016,10,Monday,21,Part One,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)",2016-10-17
186889,I162085167,619,Larceny,LARCENY ALL OTHERS,A1, ,,2016-10-17 20:31:00,2016,10,Monday,20,Part One,,,,"(0.00000000, 0.00000000)",2016-10-17
186899,I162085158,619,Larceny,LARCENY ALL OTHERS,A15,49,,2016-10-17 20:23:00,2016,10,Monday,20,Part One,CAMBRIDGE ST,42.38378962,-71.07480607,"(42.38378962, -71.07480607)",2016-10-17
186916,I162085142,617,Larceny,LARCENY THEFT FROM BUILDING,B2,314,,2016-10-17 19:38:00,2016,10,Monday,19,Part One,CRAWFORD ST,42.31359796,-71.09039946,"(42.31359796, -71.09039946)",2016-10-17
186934,I162085125,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-17 18:30:00,2016,10,Monday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-17
186945,I162085111,617,Larceny,LARCENY THEFT FROM BUILDING,B2,458,,2016-10-17 18:17:00,2016,10,Monday,18,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)",2016-10-17
186956,I162085099,619,Larceny,LARCENY ALL OTHERS,B3, ,,2016-10-17 17:38:00,2016,10,Monday,17,Part One,,,,"(0.00000000, 0.00000000)",2016-10-17
186989,I162085062,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-17 15:32:00,2016,10,Monday,15,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)",2016-10-17
186993,I162085058,619,Larceny,LARCENY ALL OTHERS,B3,474,,2016-10-17 15:08:00,2016,10,Monday,15,Part One,ORLANDO ST,42.27331078,-71.10033359,"(42.27331078, -71.10033359)",2016-10-17
186999,I162085051,616,Larceny,LARCENY THEFT OF BICYCLE,C11,367,,2016-10-17 14:48:00,2016,10,Monday,14,Part One,ADAMS ST,42.29519923,-71.05622834,"(42.29519923, -71.05622834)",2016-10-17
187017,I162085032,611,Larceny,LARCENY PICK-POCKET,E13,647,,2016-10-17 13:34:00,2016,10,Monday,13,Part One,ELM ST,42.3096093,-71.11080994,"(42.30960930, -71.11080994)",2016-10-17
187022,I162085025,617,Larceny,LARCENY THEFT FROM BUILDING,B2,262,,2016-10-16 13:55:00,2016,10,Sunday,13,Part One,STAFFORD ST,42.32207031,-71.07653035,"(42.32207031, -71.07653035)",2016-10-16
187025,I162085018,617,Larceny,LARCENY THEFT FROM BUILDING,C11,345,,2016-10-14 16:30:00,2016,10,Friday,16,Part One,DRAPER ST,42.30287064,-71.06399249,"(42.30287064, -71.06399249)",2016-10-14
187035,I162085007,617,Larceny,LARCENY THEFT FROM BUILDING,D14,806,,2016-10-17 12:58:00,2016,10,Monday,12,Part One,WESTERN AVE,42.36181486,-71.1440032,"(42.36181486, -71.14400320)",2016-10-17
187037,I162085005,613,Larceny,LARCENY SHOPLIFTING,E18,503,,2016-10-17 12:27:00,2016,10,Monday,12,Part One,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)",2016-10-17
187039,I162085003,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2016-10-17 11:42:00,2016,10,Monday,11,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)",2016-10-17
187049,I162084994,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2016-10-17 11:04:00,2016,10,Monday,11,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2016-10-17
187052,I162084991,616,Larceny,LARCENY THEFT OF BICYCLE,D14,810,,2016-10-17 11:58:00,2016,10,Monday,11,Part One,FRANKLIN ST,42.36080869,-71.13197749,"(42.36080869, -71.13197749)",2016-10-17
187059,I162084985,613,Larceny,LARCENY SHOPLIFTING,D4,272,,2016-10-17 10:59:00,2016,10,Monday,10,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)",2016-10-17
187076,I162084963,619,Larceny,LARCENY ALL OTHERS,D4,138,,2016-10-17 09:54:00,2016,10,Monday,9,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2016-10-17
187094,I162084943,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-10-17 08:41:00,2016,10,Monday,8,Part One,HAYWARD PL,42.35308802,-71.06253949,"(42.35308802, -71.06253949)",2016-10-17
187145,I162084892,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-10-16 22:06:00,2016,10,Sunday,22,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)",2016-10-16
187162,I162084871,616,Larceny,LARCENY THEFT OF BICYCLE,C6,236,,2016-10-16 21:02:00,2016,10,Sunday,21,Part One,BOSTON ST,42.32077172,-71.0612999,"(42.32077172, -71.06129990)",2016-10-16
187165,I162084867,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2016-10-16 19:56:00,2016,10,Sunday,19,Part One,BEACH ST,42.35152813,-71.06248241,"(42.35152813, -71.06248241)",2016-10-16
187185,I162084844,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-16 19:13:00,2016,10,Sunday,19,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)",2016-10-16
187192,I162084834,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2016-10-16 18:31:00,2016,10,Sunday,18,Part One,VAN NESS ST,42.34494992,-71.09991574,"(42.34494992, -71.09991574)",2016-10-16
187209,I162084823,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2016-10-16 12:00:00,2016,10,Sunday,12,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",2016-10-16
187213,I162084818,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-15 14:00:00,2016,10,Saturday,14,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)",2016-10-15
187224,I162084801,613,Larceny,LARCENY SHOPLIFTING,A1,72,,2016-10-16 14:23:00,2016,10,Sunday,14,Part One,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2016-10-16
187230,I162084797,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-10-15 17:12:00,2016,10,Saturday,17,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2016-10-15
187243,I162084784,617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,2016-10-15 23:30:00,2016,10,Saturday,23,Part One,ASHFORD ST,42.35431862,-71.12901674,"(42.35431862, -71.12901674)",2016-10-15
187252,I162084775,617,Larceny,LARCENY THEFT FROM BUILDING,E18,796,,2016-10-15 22:30:00,2016,10,Saturday,22,Part One,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)",2016-10-15
187256,I162084770,617,Larceny,LARCENY THEFT FROM BUILDING,D4,619,,2016-09-16 11:30:00,2016,9,Friday,11,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)",2016-09-16
187264,I162084761,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-14 20:41:00,2016,10,Friday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-14
187271,I162084753,619,Larceny,LARCENY ALL OTHERS,D4,138,,2016-10-16 12:11:00,2016,10,Sunday,12,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)",2016-10-16
187319,I162084706,611,Larceny,LARCENY PICK-POCKET,D4,165,,2016-10-16 02:00:00,2016,10,Sunday,2,Part One,HARRISON AVE,42.34302527,-71.06493967,"(42.34302527, -71.06493967)",2016-10-16
187335,I162084686,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-10-16 02:48:00,2016,10,Sunday,2,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-10-16
187352,I162084670,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2016-10-16 00:13:00,2016,10,Sunday,0,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)",2016-10-16
187394,I162084630,617,Larceny,LARCENY THEFT FROM BUILDING,A1,102,,2016-10-15 21:59:00,2016,10,Saturday,21,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2016-10-15
187403,I162084619,617,Larceny,LARCENY THEFT FROM BUILDING,B3,430,,2016-10-15 21:00:00,2016,10,Saturday,21,Part One,WOODROW AVE,42.28599459,-71.08925761,"(42.28599459, -71.08925761)",2016-10-15
187404,I162084618,617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2016-10-15 20:58:00,2016,10,Saturday,20,Part One,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)",2016-10-15
187418,I162084605,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2016-10-15 18:30:00,2016,10,Saturday,18,Part One,BOYLSTON ST,42.3523411,-71.06432465,"(42.35234110, -71.06432465)",2016-10-15
187424,I162084596,613,Larceny,LARCENY SHOPLIFTING,D4,141,,2016-10-15 18:57:00,2016,10,Saturday,18,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-10-15
187435,I162084586,613,Larceny,LARCENY SHOPLIFTING,B2,239,,2016-10-15 17:51:00,2016,10,Saturday,17,Part One,COLUMBIA RD,42.31748189,-71.06450704,"(42.31748189, -71.06450704)",2016-10-15
187436,I162084585,619,Larceny,LARCENY ALL OTHERS,A7,34,,2016-10-15 17:36:00,2016,10,Saturday,17,Part One,MARGINAL ST,42.36423833,-71.03344046,"(42.36423833, -71.03344046)",2016-10-15
187438,I162084583,619,Larceny,LARCENY ALL OTHERS,A1,103,,2016-10-14 20:00:00,2016,10,Friday,20,Part One,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)",2016-10-14
187454,I162084567,616,Larceny,LARCENY THEFT OF BICYCLE,D4,168,,2016-10-15 16:00:00,2016,10,Saturday,16,Part One,HARRISON AVE,42.33698515,-71.07258823,"(42.33698515, -71.07258823)",2016-10-15
187455,I162084566,617,Larceny,LARCENY THEFT FROM BUILDING,A1,116,,2016-10-01 10:00:00,2016,10,Saturday,10,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)",2016-10-01
187483,I162084540,613,Larceny,LARCENY SHOPLIFTING,D4,166,,2016-10-15 16:13:00,2016,10,Saturday,16,Part One,WASHINGTON ST,42.34108936,-71.07020569,"(42.34108936, -71.07020569)",2016-10-15
187487,I162084536,619,Larceny,LARCENY ALL OTHERS,D14,795,,2016-10-15 16:30:00,2016,10,Saturday,16,Part One,HIGGINS ST,42.35301593,-71.135732,"(42.35301593, -71.13573200)",2016-10-15
187503,I162084518,617,Larceny,LARCENY THEFT FROM BUILDING,E13,303,,2016-10-15 15:15:00,2016,10,Saturday,15,Part One,COLUMBUS AVE,42.31614182,-71.09833064,"(42.31614182, -71.09833064)",2016-10-15
187508,I162084513,613,Larceny,LARCENY SHOPLIFTING,B2,458,,2016-10-15 13:37:00,2016,10,Saturday,13,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)",2016-10-15
187511,I162084510,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-15 13:20:00,2016,10,Saturday,13,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-15
187521,I162084502,616,Larceny,LARCENY THEFT OF BICYCLE,C11,356,,2016-10-15 13:40:00,2016,10,Saturday,13,Part One,CHARLES ST,42.30021944,-71.06311002,"(42.30021944, -71.06311002)",2016-10-15
187524,I162084499,616,Larceny,LARCENY THEFT OF BICYCLE,D4,141,,2016-10-12 15:30:00,2016,10,Wednesday,15,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-10-12
